지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),clouds
253,김해시,2022-01-14,-2,,2.5,33.4,1017.5,
253,김해시,2022-01-15,2,,1.2,29.1,1016,
253,김해시,2022-01-16,2.9,,2.1,41.5,1015.7,
253,김해시,2022-01-17,0,,2.6,42.8,1018.3,
253,김해시,2022-01-18,-1.6,,2.2,23.1,1019.7,
253,김해시,2022-01-19,0.5,,2.3,36.5,1016.3,
253,김해시,2022-01-20,-0.1,,2.4,41.3,1019.7,
253,김해시,2022-01-21,1.4,,0.8,53.8,1023.2,
253,김해시,2022-01-22,4.4,,1.1,64,1019.7,
253,김해시,2022-01-23,7.3,,0.9,66,1013.8,
253,김해시,2022-01-24,5.4,,1.4,57.6,1015.2,
253,김해시,2022-01-25,5.1,0,1.3,62,1014.6,
253,김해시,2022-01-26,4.6,,2,51,1016.6,
253,김해시,2022-01-27,4.5,,2,36.4,1015.7,
253,김해시,2022-01-28,3.3,,2.7,24.9,1015,
253,김해시,2022-01-29,2.4,,2.8,22,1012.6,
253,김해시,2022-01-30,1.9,,2.4,24.4,1012.9,
253,김해시,2022-01-31,2.1,,1.9,28.4,1016.5,
253,김해시,2022-02-01,2.2,,2.6,43.6,1017.4,
253,김해시,2022-02-02,0.9,,2.7,44.4,1019.5,
253,김해시,2022-02-03,1.1,,2.2,35.6,1018.3,
253,김해시,2022-02-04,0.5,,3.8,34.5,1016.1,
253,김해시,2022-02-05,-2.1,,3.3,40.1,1017.2,
253,김해시,2022-02-06,-0.6,,3.4,39.3,1020.3,
253,김해시,2022-02-07,0.6,,2.3,33.9,1020,
253,김해시,2022-02-08,2.7,,2.2,31.5,1019.3,
253,김해시,2022-02-09,4.4,,1.3,46.8,1017.8,
253,김해시,2022-02-10,6.2,,1.5,38.3,1014.5,
253,김해시,2022-02-11,5.2,,1.6,40.6,1018.3,
253,김해시,2022-02-12,7,,1.4,46.3,1017.6,
253,김해시,2022-02-13,7.9,,1.5,59,1014,
253,김해시,2022-02-14,8,0,1.9,62,1012.6,
253,김해시,2022-02-15,1.8,,4.2,38.3,1011.7,
253,김해시,2022-02-16,-2.5,,3.7,37.3,1014.3,
253,김해시,2022-02-17,-3.2,,2.5,29,1019.7,
253,김해시,2022-02-18,1.4,,1.6,42.9,1022.4,
253,김해시,2022-02-19,4.5,,1.9,46.6,1014.4,
253,김해시,2022-02-20,-1.1,,4.1,27.9,1016.7,
253,김해시,2022-02-21,0.7,,2,37.4,1021.3,
253,김해시,2022-02-22,0.6,,3.2,31,1022.9,
253,김해시,2022-02-23,-0.8,,2.4,28.9,1023.2,
253,김해시,2022-02-24,0.5,,2.5,29.8,1022.2,
253,김해시,2022-02-25,4.4,,1.6,35.1,1019.8,
253,김해시,2022-02-26,7,,2.1,50.8,1013.3,
253,김해시,2022-02-27,6.4,,2.7,31.3,1014.6,
253,김해시,2022-02-28,7.9,,1.5,36.9,1015.1,
253,김해시,2022-03-01,10.1,1.5,1.6,67.1,1007.1,
253,김해시,2022-03-02,6.7,,2.6,38.9,1009.5,
253,김해시,2022-03-03,7.3,,1.3,42.4,1011.7,
253,김해시,2022-03-04,8.9,,1.9,58.3,1008.3,
253,김해시,2022-03-05,8.2,,4.2,28.1,1006.2,
253,김해시,2022-03-06,4.5,,2.1,28.5,1013.3,
253,김해시,2022-03-07,5.8,,1,51.3,1013.4,
253,김해시,2022-03-08,7.8,,1.5,45.5,1011.9,
253,김해시,2022-03-09,9.3,,1.9,51.8,1015,
253,김해시,2022-03-10,10.5,,1.1,64,1014.9,
253,김해시,2022-03-11,12.8,,0.8,71.8,1012,
253,김해시,2022-03-12,15.6,0,1.6,77,1010.7,
253,김해시,2022-03-13,15.5,15.1,2.5,88.4,1006.4,
253,김해시,2022-03-14,11.3,0.3,1.9,86.6,1006.1,
253,김해시,2022-03-15,10.8,,2,66.4,1007.3,
253,김해시,2022-03-16,12.5,,1.3,59.4,1009.1,
253,김해시,2022-03-17,10.1,5.7,0.9,71.9,1013,
253,김해시,2022-03-18,7,8.4,1.5,77.1,1003.5,
253,김해시,2022-03-19,5.3,3.6,1.1,77.3,1003.1,
253,김해시,2022-03-20,6.8,,1.2,67.8,1012,
253,김해시,2022-03-21,8.1,,1.8,53.5,1016.4,
253,김해시,2022-03-22,8.9,,1.7,52,1014.3,
253,김해시,2022-03-23,8.2,,1.3,57.6,1011.3,
253,김해시,2022-03-24,9.7,,2,56.5,1014.1,
253,김해시,2022-03-25,12.5,2.7,2.3,74.1,1012,
253,김해시,2022-03-26,15.4,76.7,3.3,76.8,996.7,
253,김해시,2022-03-27,13.6,,2.3,44.5,1007.7,
253,김해시,2022-03-28,8.9,,2.5,41.3,1019.2,
253,김해시,2022-03-29,10.2,,1.6,60.6,1018.8,
253,김해시,2022-03-30,13.1,,1.4,82.4,1014.4,
253,김해시,2022-03-31,12.1,0.2,1,74.9,1016.4,
253,김해시,2022-04-01,9.3,,1.9,49.5,1022.2,
253,김해시,2022-04-02,9.1,,1.7,59.6,1020.6,
253,김해시,2022-04-03,10.6,,1.7,62.4,1021,
253,김해시,2022-04-04,11.9,,2.1,60.1,1020.6,
253,김해시,2022-04-05,13.4,,1.3,42.8,1015,
253,김해시,2022-04-06,14.5,,2.2,39,1013.6,
253,김해시,2022-04-07,15.3,0,1.9,40.6,1010.2,
253,김해시,2022-04-08,13.8,,1.8,52,1013.3,
253,김해시,2022-04-09,16.1,,1.8,54,1010.7,
253,김해시,2022-04-10,17.8,,1.7,60.1,1011.4,
253,김해시,2022-04-11,16.7,0.2,1.4,83.6,1008.8,
253,김해시,2022-04-12,18.8,,1.7,81.9,1005.2,
253,김해시,2022-04-13,13.2,,1.7,77.8,1009.1,
253,김해시,2022-04-14,11.2,0,1.2,72,1011.2,
253,김해시,2022-04-15,12.7,,1.6,56.8,1010,
253,김해시,2022-04-16,11.5,,1.9,53.4,1011.2,
253,김해시,2022-04-17,14.4,,1.8,45.8,1011.4,
253,김해시,2022-04-18,16.2,,2,38,1010.7,
253,김해시,2022-04-19,17,,2,32.9,1010.4,
253,김해시,2022-04-20,17.4,,1.9,32.9,1009.9,
253,김해시,2022-04-21,13.2,3.6,0.7,73.4,1007.7,
253,김해시,2022-04-22,15.9,,1.9,72.6,1006.1,
253,김해시,2022-04-23,17.1,,1.8,64,1006.6,
253,김해시,2022-04-24,19.4,,1.9,65.8,1004.4,
253,김해시,2022-04-25,19.7,4,1.6,74.3,1005.1,
253,김해시,2022-04-26,18.2,88.5,1.2,99.1,997,
253,김해시,2022-04-27,17.1,,1.7,65.4,1008.1,
253,김해시,2022-04-28,16.5,,1.7,57.1,1010.4,
253,김해시,2022-04-29,11.1,18.9,1.2,77.5,1009.2,
253,김해시,2022-04-30,13,,1.4,69.6,1011.1,
253,김해시,2022-05-01,14.2,,2.1,53,1007,
253,김해시,2022-05-02,13.1,5.2,2,54.5,1007.7,
253,김해시,2022-05-03,13.2,,1.7,66.3,1013.5,
253,김해시,2022-05-04,15.9,,1.6,56.6,1013.7,
253,김해시,2022-05-05,17.5,,1.6,62.9,1013.4,
253,김해시,2022-05-06,19.1,,1.8,67.9,1010.3,
253,김해시,2022-05-07,19.6,,1.8,62.9,1010.2,
253,김해시,2022-05-08,16.3,,2,53.6,1012.7,
253,김해시,2022-05-09,16.7,,1.3,44.1,1011.9,
253,김해시,2022-05-10,17.5,0,1.6,46.5,1010.7,
253,김해시,2022-05-11,18.9,0,1.1,68.1,1008.9,
253,김해시,2022-05-12,20.8,0,1.1,72.8,1004.9,
253,김해시,2022-05-13,17.7,0.2,1.2,80,1001.7,
253,김해시,2022-05-14,19.2,,2.3,45.8,1004.6,
253,김해시,2022-05-15,16.4,,2.2,45.9,1007.2,
253,김해시,2022-05-16,17.3,,1.8,47.5,1006.2,
253,김해시,2022-05-17,19.1,,1.8,50.1,1008.6,
253,김해시,2022-05-18,21.1,,1.4,46.8,1011.7,
253,김해시,2022-05-19,20.3,,1.3,47.4,1011.6,
253,김해시,2022-05-20,20,,1.3,57.5,1007.4,
253,김해시,2022-05-21,21.1,,2,62,1002,
253,김해시,2022-05-22,24.6,,2.1,45.5,1000.7,
253,김해시,2022-05-23,21.1,,1.7,66.4,1006.4,
253,김해시,2022-05-24,23,,1.7,59.6,1007,
253,김해시,2022-05-25,22.4,,1.7,63.5,1002.6,
253,김해시,2022-05-26,21.7,,1.8,56.5,997.7,
253,김해시,2022-05-27,23.4,,2.8,39.4,995.2,
253,김해시,2022-05-28,23.3,,1.6,40,1000.2,
253,김해시,2022-05-29,22.7,0,1.5,48.3,1000,
253,김해시,2022-05-30,22.1,0.2,1.6,60,995.5,
253,김해시,2022-05-31,22.6,,2.4,44.4,1001.6,
253,김해시,2022-06-01,22.2,,1.8,52.5,1000.9,
253,김해시,2022-06-02,21.8,,1.5,66.1,1001,
253,김해시,2022-06-03,23,,1.6,63,1004.1,
253,김해시,2022-06-04,21.4,,1.9,59.9,1005.7,
253,김해시,2022-06-05,18,46.2,0.8,87.3,997.5,
253,김해시,2022-06-06,19.3,1.3,1.3,77.5,994,
253,김해시,2022-06-07,17.2,1,1,72.5,1002.5,
253,김해시,2022-06-08,17.5,1.4,1.3,77.8,1006.5,
253,김해시,2022-06-09,19,,1.4,74.4,1008,
253,김해시,2022-06-10,20.2,,1.2,73.4,1008.3,
253,김해시,2022-06-11,21.6,,1.1,66.8,1006.3,
253,김해시,2022-06-12,20.7,,1.9,67.9,1007.3,
253,김해시,2022-06-13,19.9,0.2,1,70.8,1004.2,
253,김해시,2022-06-14,17.6,15.3,1.2,86.4,1002,
253,김해시,2022-06-15,20.1,1.1,1.9,84.1,1001.6,
253,김해시,2022-06-16,23.3,,2,70.3,1001.9,
253,김해시,2022-06-17,23.3,,1.9,77.5,1002.6,
253,김해시,2022-06-18,24.8,,1.5,77,1001.2,
253,김해시,2022-06-19,24.5,,1.8,79.9,1001.5,
253,김해시,2022-06-20,24.9,,1.8,79.6,999,
253,김해시,2022-06-21,25.5,,1.4,78.1,998.1,
253,김해시,2022-06-22,25.9,,1.8,77.9,1001.5,
253,김해시,2022-06-23,24.3,0.2,1.8,91,998.6,
253,김해시,2022-06-24,24.5,20.1,2.7,87.4,994.5,
253,김해시,2022-06-25,24.2,0,2,88.5,1001.2,
253,김해시,2022-06-26,24.9,0.2,2,91.3,1006.1,
253,김해시,2022-06-27,24.8,16.4,2.4,98,1005.5,
253,김해시,2022-06-28,25.7,6.7,2.6,90.3,1002.7,
253,김해시,2022-06-29,25.5,6.9,2.4,92.6,1003.1,
253,김해시,2022-06-30,26.8,0.4,2.5,83,1007,
253,김해시,2022-07-01,27.4,,1.3,79.6,1009,
253,김해시,2022-07-02,28.2,,1.2,70.3,1006.9,
253,김해시,2022-07-03,28.5,0,1.4,73.6,1003.3,
253,김해시,2022-07-04,28.2,,1.6,73.6,1000,
253,김해시,2022-07-05,27.2,0,1.3,79.6,999.8,
253,김해시,2022-07-06,27.3,0,1.9,86.6,1003.3,
253,김해시,2022-07-07,28,,2.1,87.6,1002.8,
253,김해시,2022-07-08,27,2.6,1.6,90.1,997.5,
253,김해시,2022-07-09,27.8,,1.7,79.6,996.1,
253,김해시,2022-07-10,27,,1.4,79.5,1000,
253,김해시,2022-07-11,24.7,21,0.5,93.6,1000.6,
253,김해시,2022-07-12,25.5,,1.2,80.6,1002.9,
253,김해시,2022-07-13,24.3,0,1.3,82.5,1000.3,
253,김해시,2022-07-14,28.3,,1.7,78.5,993.7,
253,김해시,2022-07-15,27.4,0,1.5,76.3,993.2,
253,김해시,2022-07-16,27.6,,1.5,69.9,992.3,
253,김해시,2022-07-17,27.4,,1.7,70.5,994.7,
253,김해시,2022-07-18,22.9,78,0.9,94.4,994.6,
253,김해시,2022-07-19,25.1,0.1,1.5,92.1,996.4,
253,김해시,2022-07-20,27,0,1.5,80.4,1000.2,
253,김해시,2022-07-21,26.9,9.9,2.7,77.4,996,
253,김해시,2022-07-22,25.6,,1.8,73.8,999.5,
253,김해시,2022-07-23,24.6,0.6,1.4,84.4,1000.8,
253,김해시,2022-07-24,26.2,28,1.9,86.9,997.4,
253,김해시,2022-07-25,26.1,,1.5,86.5,1002.7,
253,김해시,2022-07-26,26.3,,1.7,81.6,1004.5,
253,김해시,2022-07-27,26.6,,1.2,74,1004.7,
253,김해시,2022-07-28,27,0,1.1,82.9,1006,
253,김해시,2022-07-29,29.1,,1.2,74,1006.5,
253,김해시,2022-07-30,28.6,0,1.7,73.9,1003.6,
253,김해시,2022-07-31,27.3,3.4,2.8,85.4,1002,
253,김해시,2022-08-01,27.9,0.6,3.9,82.4,1002.8,
253,김해시,2022-08-02,27.7,13.1,2.4,90.5,1005.6,
253,김해시,2022-08-03,28.4,10.6,1.6,86.3,1005.4,
253,김해시,2022-08-04,29.7,0.3,1.3,79.4,1003.5,
253,김해시,2022-08-05,29.4,0,1.4,80.1,1000.8,
253,김해시,2022-08-06,30,,1.2,80.1,1000.3,
253,김해시,2022-08-07,29.7,,1.8,81.5,1002,
253,김해시,2022-08-08,29.3,,2.2,76,1003.3,
253,김해시,2022-08-09,28.8,,2.2,76.6,1003.1,
253,김해시,2022-08-10,28.2,0,2,80.8,1002,
253,김해시,2022-08-11,27.4,1.7,1.3,87.1,1000.6,
253,김해시,2022-08-12,29.3,,1.2,83.8,999.7,
253,김해시,2022-08-13,27.5,6.4,1.2,90.1,1000.7,
253,김해시,2022-08-14,28.8,,1.8,81.5,1001.3,
253,김해시,2022-08-15,29.4,0,3.1,76.6,999.1,
253,김해시,2022-08-16,26.2,28.7,1.2,92.3,999.3,
253,김해시,2022-08-17,24.1,8.9,0.8,95.9,1000.8,
253,김해시,2022-08-18,25.1,,1.5,83.6,1002.1,
253,김해시,2022-08-19,26.8,,1.6,85,999,
253,김해시,2022-08-20,26.4,34.2,0.7,94.6,997,
253,김해시,2022-08-21,26.5,,1,72.9,999.5,
253,김해시,2022-08-22,25.3,,1.3,69.8,999.2,
253,김해시,2022-08-23,26.4,2.5,0.9,79.6,1000.1,
253,김해시,2022-08-24,22.4,20,0.7,87.4,1002.3,
253,김해시,2022-08-25,24.2,,1,79,1001.3,
253,김해시,2022-08-26,24.8,,1.8,68.5,1000.8,
253,김해시,2022-08-27,23.6,,1.3,67.9,1003.1,
253,김해시,2022-08-28,22.6,,1.5,64.1,1008.9,
253,김해시,2022-08-29,23.3,0,1.2,75.1,1009.1,
253,김해시,2022-08-30,23.1,12.8,0.8,90.9,1004.7,
253,김해시,2022-08-31,22.4,33.9,0.6,95.4,1001.7,
253,김해시,2022-09-01,21.5,1.5,1.1,86.9,1007.1,
253,김해시,2022-09-02,21,12.8,1,93.4,1009.5,
253,김해시,2022-09-03,23.2,4,0.9,88.5,1008.2,
253,김해시,2022-09-04,26.3,0.3,1.4,86.3,1004.5,
253,김해시,2022-09-05,26.2,24.2,2.7,89.5,997.5,
253,김해시,2022-09-06,24.3,68.2,4.6,74.8,992.7,
253,김해시,2022-09-07,22.7,,1.4,65.1,1010.2,
253,김해시,2022-09-08,22.7,,0.9,63.6,1011.3,
253,김해시,2022-09-09,22.6,,1.3,68.1,1011.2,
253,김해시,2022-09-10,22.5,,1.1,70.5,1011.2,
253,김해시,2022-09-11,23.3,,1.2,76.4,1008.8,
253,김해시,2022-09-12,23.5,,1.1,80.4,1008,
253,김해시,2022-09-13,24.9,0,1.2,71.1,1009,
253,김해시,2022-09-14,25,,1.4,68.1,1009.4,
253,김해시,2022-09-15,24.8,,1,72,1006.5,
253,김해시,2022-09-16,25.8,,1.6,78.4,1003.6,
253,김해시,2022-09-17,25.3,0.6,0.9,84.9,1001.8,
253,김해시,2022-09-18,26.8,12.9,1.9,75.4,993.5,
253,김해시,2022-09-19,24.4,12.5,2,72.9,989.4,
253,김해시,2022-09-20,19.3,,1.1,60,1007.1,
253,김해시,2022-09-21,18.4,,1.2,62.3,1011.6,
253,김해시,2022-09-22,19.7,,1.3,70.1,1009,
253,김해시,2022-09-23,22,,1.7,63,1006,
253,김해시,2022-09-24,19.5,,2,53,1009.8,
253,김해시,2022-09-25,18.7,,0.5,73,1010.2,
253,김해시,2022-09-26,19.1,0.1,0.7,80.5,1010.4,
253,김해시,2022-09-27,20.8,0,0.9,75.1,1009.4,
253,김해시,2022-09-28,21,,1.2,77,1007.6,
253,김해시,2022-09-29,21.5,,0.9,69.9,1008.3,
253,김해시,2022-09-30,21.5,,0.9,73.8,1009.9,
253,김해시,2022-10-01,22.3,,1,68.4,1011.4,
253,김해시,2022-10-02,22.5,,1.3,75.6,1012.1,
253,김해시,2022-10-03,24.6,0.3,1.6,83.4,1009.6,
253,김해시,2022-10-04,21.9,10.5,2.1,86.5,1006.7,
253,김해시,2022-10-05,17.8,0,0.8,76.3,1013.1,
253,김해시,2022-10-06,17.5,1.7,0.7,81.3,1012.1,
253,김해시,2022-10-07,16.9,0,1.3,69.3,1012,
253,김해시,2022-10-08,17,,1.4,61.4,1017.7,
253,김해시,2022-10-09,15.6,0.2,1.8,78.5,1011,
253,김해시,2022-10-10,14.6,,4.4,53.9,1007.7,
253,김해시,2022-10-11,14.1,,1.7,61,1013.9,
253,김해시,2022-10-12,15.4,,0.6,68,1019.5,
253,김해시,2022-10-13,18.5,,0.9,62.1,1017.7,
253,김해시,2022-10-14,18.1,,1.2,68.8,1013.4,
253,김해시,2022-10-15,18.8,,1.2,70.9,1012.8,
253,김해시,2022-10-16,19.2,,1,72.1,1011.4,
253,김해시,2022-10-17,16.7,,2.3,54.4,1009.7,
253,김해시,2022-10-18,12,,2.3,43,1014.6,
253,김해시,2022-10-19,11.5,,1.9,45.9,1018.5,
253,김해시,2022-10-20,13.2,,0.8,51.9,1021.1,
253,김해시,2022-10-21,15.8,,0.7,59.4,1018.2,
253,김해시,2022-10-22,18.6,0,1.4,56.5,1013.3,
253,김해시,2022-10-23,16.2,,1.6,62.3,1010.8,
253,김해시,2022-10-24,12.9,,1.3,50.1,1013.2,
253,김해시,2022-10-25,12.7,,1.3,56.4,1020.5,
253,김해시,2022-10-26,13.9,,1.3,64.3,1020.9,
253,김해시,2022-10-27,15.7,,0.9,62.9,1018.2,
253,김해시,2022-10-28,15.8,,0.7,66,1019.2,
253,김해시,2022-10-29,15.4,,1.3,70.5,1020.1,
253,김해시,2022-10-30,14,0,1,73.6,1019.4,
253,김해시,2022-10-31,14.9,,1.2,65.3,1017.6,
253,김해시,2022-11-01,15.2,,1,63.1,1014.5,
253,김해시,2022-11-02,14.7,,0.3,68.4,1013.6,
253,김해시,2022-11-03,14.1,,1,53.9,1011.2,
253,김해시,2022-11-04,10.7,,1.8,37.8,1013.8,
253,김해시,2022-11-05,9.8,,2.4,28.1,1017.3,
253,김해시,2022-11-06,10.7,,1.4,46.9,1018,
253,김해시,2022-11-07,11.6,,0.7,55.8,1016.8,
253,김해시,2022-11-08,12.9,,0.8,54.1,1018.4,
253,김해시,2022-11-09,12.9,0,0.5,58.6,1018.5,
253,김해시,2022-11-10,14.6,,1,53.8,1018.2,
253,김해시,2022-11-11,16.2,,1.4,68,1019.7,
253,김해시,2022-11-12,17.7,3.8,1,81.9,1012.9,
253,김해시,2022-11-13,17.7,22,1.9,73.5,1006.9,
253,김해시,2022-11-14,12.4,,0.7,64.6,1011.2,
253,김해시,2022-11-15,10.4,,2.2,53.1,1010.7,
253,김해시,2022-11-16,11.2,,0.8,57.1,1014,
253,김해시,2022-11-17,11.6,,1.1,51.1,1017.3,
253,김해시,2022-11-18,12.5,,0.7,57.4,1019.3,
253,김해시,2022-11-19,15,,1.4,63.1,1016.1,
253,김해시,2022-11-20,14.4,0,1.2,72.5,1013.5,
253,김해시,2022-11-21,13.4,,1,72.6,1014.7,
253,김해시,2022-11-22,13.1,1,1.6,74.5,1013.1,
253,김해시,2022-11-23,13.6,0.2,2,69.4,1009.2,
253,김해시,2022-11-24,11.4,,1.7,49.9,1014.2,
253,김해시,2022-11-25,12.6,,1.5,60.8,1012.8,
253,김해시,2022-11-26,13.5,,1.5,52.9,1010.1,
253,김해시,2022-11-27,10.9,,1.3,42,1014.6,
253,김해시,2022-11-28,16.4,2.5,2.3,71.4,1010.7,
253,김해시,2022-11-29,14.7,12.6,2.9,68,1005.8,
253,김해시,2022-11-30,1.7,,2.9,27.9,1020.4,
253,김해시,2022-12-01,-0.1,,2.8,31.9,1022.9,
253,김해시,2022-12-02,1.2,,1.9,42.8,1023.2,
253,김해시,2022-12-03,4.7,,0.9,56.1,1019,
253,김해시,2022-12-04,5.3,,2.4,34.5,1020.6,
253,김해시,2022-12-05,2.4,,2.9,23.8,1019.5,
253,김해시,2022-12-06,3.2,,2,43,1017.4,
253,김해시,2022-12-07,6.7,,2,43.8,1017.4,
253,김해시,2022-12-08,6.2,,1.4,48.8,1019,
253,김해시,2022-12-09,6.8,,1.1,53.9,1016.1,
253,김해시,2022-12-10,6.6,0,1.6,58.3,1012.5,
253,김해시,2022-12-11,6.4,,2.1,43.6,1014.4,
253,김해시,2022-12-12,5.7,1.7,1.8,64.8,1013.1,
253,김해시,2022-12-13,5.4,0,3.3,52,1011.4,
253,김해시,2022-12-14,-1.6,,2.9,45.5,1018.8,
253,김해시,2022-12-15,0,,1.4,54,1019.1,
253,김해시,2022-12-16,2.2,,2.3,31.5,1020.4,
253,김해시,2022-12-17,-0.7,,3,35.4,1016.7,
253,김해시,2022-12-18,-4.6,,2,40.3,1015.8,
253,김해시,2022-12-19,-2.5,,1.2,47.3,1019.8,
253,김해시,2022-12-20,0.7,,1.5,49.9,1019.5,
253,김해시,2022-12-21,1.3,10.7,1.6,90.3,1006.1,
253,김해시,2022-12-22,-1.5,,3.6,59.6,1001.3,
253,김해시,2022-12-23,-4.3,,4.3,42.4,1003.5,
253,김해시,2022-12-24,-3.1,,2.9,48.3,1010.6,
253,김해시,2022-12-25,0.1,,2.4,42.5,1014.2,
253,김해시,2022-12-26,0.8,,2.5,42.1,1017.4,
253,김해시,2022-12-27,1.6,,2.4,36.6,1020.4,
253,김해시,2022-12-28,1.6,,2,49.6,1021.8,
253,김해시,2022-12-29,0.5,,1.9,48.1,1024.9,
253,김해시,2022-12-30,1,,1.3,54.8,1024.6,
253,김해시,2022-12-31,1.2,,1.9,54.1,1023.1,
255,북창원,2022-01-01,0.5,,1.4,28.8,1022.7,
255,북창원,2022-01-02,2.9,,1.1,47.8,1019,
255,북창원,2022-01-03,2.6,,1.3,42.6,1018.2,
255,북창원,2022-01-04,3.4,,1.1,43,1019.2,
255,북창원,2022-01-05,3.6,0,1.8,38.4,1019.5,
255,북창원,2022-01-06,5.3,,2.8,39.8,1019.4,
255,북창원,2022-01-07,3.3,,0.7,46.5,1021.6,
255,북창원,2022-01-08,3.6,,1,43.4,1016.9,
255,북창원,2022-01-09,4.2,,0.8,59,1015,
255,북창원,2022-01-10,5.4,,0.8,66.3,1012.4,
255,북창원,2022-01-11,1.5,,3.9,39.8,1009.9,
255,북창원,2022-01-12,-1.3,,3.1,39.5,1014,
255,북창원,2022-01-13,-0.9,,3,36.8,1012.4,
255,북창원,2022-01-14,-0.9,,2.2,36.1,1017.7,
255,북창원,2022-01-15,2.4,,0.8,34.5,1015.9,
255,북창원,2022-01-16,3.2,,2,43.8,1016,
255,북창원,2022-01-17,1.3,,2.8,42.5,1018.6,
255,북창원,2022-01-18,-0.6,,2.6,31.4,1019.8,
255,북창원,2022-01-19,1.8,,1.4,39.5,1016.4,
255,북창원,2022-01-20,0.8,,2.5,41.3,1019.8,
255,북창원,2022-01-21,1.9,,1,49.5,1023.2,
255,북창원,2022-01-22,4.8,,0.9,64.8,1019.5,
255,북창원,2022-01-23,8.2,,1,65.5,1013.6,
255,북창원,2022-01-24,6.2,,2.5,62,1015.2,
255,북창원,2022-01-25,6.1,,0.9,63.3,1014.6,
255,북창원,2022-01-26,5.4,,2.4,51.9,1016.7,
255,북창원,2022-01-27,5.5,,1.7,38.8,1015.9,
255,북창원,2022-01-28,4.1,,2.9,27.5,1015.4,
255,북창원,2022-01-29,3.2,,3.1,26.5,1013,
255,북창원,2022-01-30,2.9,,2.2,25.9,1013.1,
255,북창원,2022-01-31,2.8,,1.5,32,1016.7,
255,북창원,2022-02-01,2.6,,2.6,47.3,1017.8,
255,북창원,2022-02-02,2.1,,2.3,46,1019.7,
255,북창원,2022-02-03,2.1,,2.7,37.3,1018.4,
255,북창원,2022-02-04,1.2,,3.6,37.5,1016.5,
255,북창원,2022-02-05,-1,,3.3,43.1,1017.5,
255,북창원,2022-02-06,0.3,,2.8,43.4,1020.5,
255,북창원,2022-02-07,1.7,,2.4,35,1020.1,
255,북창원,2022-02-08,3.6,,2.5,34.5,1019.4,
255,북창원,2022-02-09,5.1,,1.2,47.3,1017.8,
255,북창원,2022-02-10,6.9,,2,39,1014.6,
255,북창원,2022-02-11,5.7,,1,40.1,1018.3,
255,북창원,2022-02-12,7.6,,1.5,48.3,1017.4,
255,북창원,2022-02-13,8.8,0,2.3,57.3,1013.9,
255,북창원,2022-02-14,8.8,,1.6,57.6,1012.7,
255,북창원,2022-02-15,2.4,,2.9,42.9,1012.3,
255,북창원,2022-02-16,-1.5,,3.4,39.6,1014.7,
255,북창원,2022-02-17,-2.3,,3,30.9,1019.8,
255,북창원,2022-02-18,2.2,,1.5,44.4,1022.5,
255,북창원,2022-02-19,5.1,,2.4,49.4,1014.5,
255,북창원,2022-02-20,-0.4,,4.4,31.5,1017.2,
255,북창원,2022-02-21,1.9,,2.1,37.6,1021.3,
255,북창원,2022-02-22,1.5,,3,33.3,1023.1,
255,북창원,2022-02-23,0.1,,3.3,31.4,1023.5,
255,북창원,2022-02-24,1.9,,2.7,32.5,1022.3,
255,북창원,2022-02-25,5,,1.7,39.6,1020,
255,북창원,2022-02-26,7.5,,1.8,54.1,1013.2,
255,북창원,2022-02-27,7,,2.4,37,1014.8,
255,북창원,2022-02-28,8.5,,1.1,41.6,1015.1,
255,북창원,2022-03-01,10.9,1.9,1.5,68.5,1007.1,
255,북창원,2022-03-02,7,,2.6,43.3,1009.8,
255,북창원,2022-03-03,8,,1.3,48.3,1011.8,
255,북창원,2022-03-04,9.9,,1.8,62.8,1008.2,
255,북창원,2022-03-05,8.3,,3.3,32.8,1006.9,
255,북창원,2022-03-06,4.8,,2,31.8,1013.4,
255,북창원,2022-03-07,6.8,,1.2,46,1013.3,
255,북창원,2022-03-08,8.6,,1,48.3,1011.9,
255,북창원,2022-03-09,10.1,,1.2,51.1,1014.8,
255,북창원,2022-03-10,11.5,,1.1,65.5,1014.8,
255,북창원,2022-03-11,13.8,,1.1,75,1011.9,
255,북창원,2022-03-12,16.9,,1.7,75.5,1010.4,
255,북창원,2022-03-13,16.4,18.1,2.3,90.4,1006,
255,북창원,2022-03-14,12.3,0,1.1,89.9,1006,
255,북창원,2022-03-15,12.6,,1.6,57.6,1007.3,
255,북창원,2022-03-16,14.2,,1,52.8,1008.9,
255,북창원,2022-03-17,11.2,5,2.1,69.8,1012.7,
255,북창원,2022-03-18,8.2,8.3,3.2,77.4,1003.5,
255,북창원,2022-03-19,6.1,2.5,1.7,78.9,1003.1,
255,북창원,2022-03-20,7.7,,1.2,67.5,1012,
255,북창원,2022-03-21,9.5,,1.4,49.9,1016.3,
255,북창원,2022-03-22,10.2,,2.3,47.8,1014.2,
255,북창원,2022-03-23,9,,1.4,58,1011.4,
255,북창원,2022-03-24,10.7,,1.2,54.6,1014,
255,북창원,2022-03-25,13.9,3.6,2.1,70.6,1011.6,
255,북창원,2022-03-26,16.5,64.5,3.3,76.8,996.7,
255,북창원,2022-03-27,14.4,,2.1,45.3,1007.9,
255,북창원,2022-03-28,10,,2.2,40.6,1019.1,
255,북창원,2022-03-29,11.7,,1,52.5,1018.6,
