Date,Temperature,precipitation (mm),Humidity (%),Pressure (hPa),Condition,Wind Speed (m/s)
2022-05-02,13.9,,52.8,1006.7,clouds,1.2
2022-05-03,14.4,,50.4,1012,clear,1
2022-05-04,17,,55.4,1011.9,clear,1
2022-05-05,19,,62.6,1010.8,clear,1.2
2022-05-06,20.7,,64.6,1008.2,clear,0.8
2022-05-07,18.2,,66.1,1009.3,clear,1.2
2022-05-08,17.4,,56.8,1009.6,clouds,1.1
2022-05-09,17.3,,72.5,1009,clouds,0.9
2022-05-10,18.4,0.1,57.1,1007.8,rain,1.7
2022-05-11,20.8,,58.6,1006.5,clouds,0.7
2022-05-12,21.1,,63.9,1002.8,clouds,0.9
2022-05-13,17.9,,68.9,1000.5,clouds,1.1
2022-05-14,16.4,,41.5,1005.7,clouds,1.6
2022-05-15,16,,38.9,1006.4,clouds,1.7
2022-05-16,17.4,,40.9,1005.2,clear,1.5
2022-05-17,19.9,,51.5,1006.8,clear,1.8
2022-05-18,21.6,,43.6,1010.2,clear,2.2
2022-05-19,20.7,,41.3,1010.2,clouds,1.4
2022-05-20,20.2,,60.1,1005.8,clouds,0.8
2022-05-21,20.7,,69.6,1002,clear,0.9
2022-05-22,21.8,,70.5,1001.5,clear,1.5
2022-05-23,22.6,,61,1004.9,clouds,1
2022-05-24,22.9,,52.8,1005.7,clear,1
2022-05-25,22.3,,62.3,1001.4,clouds,1
2022-05-26,20.5,0.4,58.3,997.8,rain,1.4
2022-05-27,20.8,,66,995.9,clear,1.9
2022-05-28,22.3,,61.1,999.2,clouds,1.8
2022-05-29,22,0.1,67.4,997.3,rain,1.9
2022-05-30,19.8,0.1,92,994.8,rain,1.1
2022-05-31,22.1,,47.9,1000.6,clear,1.1
2022-06-01,23.6,,45.3,998.5,clouds,1.3
2022-06-02,22.7,,75,1000,clear,1.2
2022-06-03,24.8,,64.4,1001.5,clear,1.3
2022-06-04,24.7,0.1,49.6,1001.6,rain,1.6
2022-06-05,18.3,22.2,94,993.5,rain,1.9
2022-06-06,20.2,,86.8,992.7,clouds,0.9
2022-06-07,19.1,7.1,87.9,999,rain,2
2022-06-08,19.5,3.2,85.3,1003.5,rain,1
2022-06-09,21.6,,77,1005.1,clouds,1.1
2022-06-10,22.4,,72.3,1005.5,clouds,1.1
2022-06-11,23,,77.6,1003.4,clouds,1.4
2022-06-12,22.6,0.1,85.6,1004.2,rain,0.8
2022-06-13,22,0.1,71,1000.2,rain,1.1
2022-06-14,18.8,1.1,91.6,999,rain,2.2
2022-06-15,21.3,2.1,88.5,999.2,rain,2.4
2022-06-16,23.3,0.1,72.6,1000.7,rain,1.7
2022-06-17,23.8,3.3,86.6,1000.4,rain,1.6
2022-06-18,24.9,1.3,82.6,999.9,rain,2.1
2022-06-19,25.7,,85.1,999.5,clouds,0.9
2022-06-20,26.3,24.3,85,996.3,rain,1.3
2022-06-21,26.7,,85.5,995.8,clouds,1.3
2022-06-22,27,,80,999.4,clouds,1.5
2022-06-23,25.5,28.7,96,995,rain,2.9
2022-06-24,24.6,27.2,95.1,993,rain,3.4
2022-06-25,26.5,,91.3,998.2,clouds,2.9
2022-06-26,27.3,,91.4,1002.3,clouds,3.3
2022-06-27,27.3,0.9,92.6,1001.2,rain,3.8
2022-06-28,27.7,,87,998.3,clouds,4.2
2022-06-29,26.5,8.5,98.1,999.5,rain,3.4
2022-06-30,27.1,1.7,93.4,1003.8,rain,2.6
2022-07-01,28.2,,76.5,1006.4,clear,2
2022-07-02,28.5,,76.6,1004.3,clouds,0.8
2022-07-03,28.9,0.1,74.5,1000.7,rain,1.2
2022-07-04,27.2,2.1,91,997.4,rain,0.9
2022-07-05,27.4,7.3,93.1,997.6,rain,0.8
2022-07-06,29.1,,84,999.6,clouds,1.9
2022-07-07,28.8,4.9,88.1,999,rain,2.7
2022-07-08,26.6,4.8,96.5,995.8,rain,1.3
2022-07-09,27,,88.1,995.2,clouds,1
2022-07-10,28.2,0.1,85.5,997.3,rain,1.5
2022-07-11,27.1,14.3,92.5,997.7,rain,0.9
2022-07-12,27.4,,91,999.7,clouds,2
2022-07-13,26,,92.6,996.9,clouds,2.4
2022-07-14,27.3,13,88.9,993.3,rain,1.5
2022-07-15,27,,79.6,992.2,clouds,0.9
2022-07-16,26.5,,80.4,991.9,clouds,1.2
2022-07-17,26.4,0.1,93.6,993.8,rain,1.3
2022-07-18,23.7,54.1,99,991.1,rain,1.7
2022-07-19,26.2,0.7,88,995.6,rain,1.1
2022-07-20,27.2,0.8,81.6,998.7,rain,1
2022-07-21,24.6,3.8,96,995.7,rain,2.6
2022-07-22,25.1,,88.1,998.8,clouds,0.8
2022-07-23,25.1,22.6,90.6,997.2,rain,1.6
2022-07-24,23.9,14.2,99,995.9,rain,2.1
2022-07-25,26.7,,88.6,1001,clouds,0.7
2022-07-26,27.3,,86.6,1001.7,clouds,1.3
2022-07-27,27.3,,80,1001.5,clouds,1.6
2022-07-28,28.5,,79.3,1002.7,clouds,1.5
2022-07-29,30.3,,76.1,1003.3,clouds,1.4
2022-07-30,28.5,0.1,84.1,999.9,rain,1.8
2022-07-31,26.4,26.4,97.8,996.8,rain,2.1
2022-08-01,27.6,1.5,98.4,996.9,rain,2.8
2022-08-02,28,1.7,95.3,1002.5,rain,2.3
2022-08-03,27.9,11.4,97.3,1003.6,rain,1.3
2022-08-04,29,,90.6,1002.4,clouds,1.5
2022-08-05,29,0.1,93.3,999.5,rain,2
2022-08-06,29.9,,91.4,998.9,clouds,1.8
2022-08-07,29.9,,89,999.9,clouds,2.4
2022-08-08,28.8,,90.9,1001.2,clouds,3.5
2022-08-09,28.7,,91.1,1000.8,clouds,3.6
2022-08-10,28.3,0.1,93.5,999.8,rain,3
2022-08-11,26.3,9.1,99,998.5,rain,1.9
2022-08-12,27.9,0.5,91.1,998.7,rain,1
2022-08-13,27.9,0.1,95.6,998.5,rain,1.7
2022-08-14,29.4,,89.1,999.3,clouds,3.1
2022-08-15,29.4,,89.6,996.8,clouds,4.7
2022-08-16,26.5,17,98.9,996.9,rain,1.9
2022-08-17,26,0.1,94,998.4,rain,0.6
2022-08-18,26.1,,83,1000.1,clouds,0.9
2022-08-19,27.4,,92.9,996.9,clouds,2.1
2022-08-20,26.6,32.2,98.4,995.3,rain,1.3
2022-08-21,27.4,,90.4,997.1,clouds,0.7
2022-08-22,28,,81,997.1,clouds,1.1
2022-08-23,26.5,24.7,97.5,998.2,rain,0.9
2022-08-24,25.7,2.4,89.3,999.2,rain,0.8
2022-08-25,24.9,,77.8,1000,clouds,1
2022-08-26,24.5,,71.3,999.9,clouds,1.2
2022-08-27,22.8,,75.5,1002.4,clouds,1
2022-08-28,22.9,,67,1006.2,clouds,1.5
2022-08-29,21.7,0.1,88.4,1006.4,rain,1.3
2022-08-30,24.8,1.3,96.5,1001.3,rain,1.2
2022-08-31,23,4.4,92.9,1000.3,rain,1
2022-09-01,22.6,,94.1,1004.8,clouds,1.3
2022-09-02,23.1,,88.3,1005.7,clouds,2.5
2022-09-03,24.9,0.1,86.8,1003.9,rain,2.6
2022-09-04,26.5,3.5,89.4,1000.9,rain,1.6
2022-09-05,24,50.7,99,992.9,rain,2.6
2022-09-06,21.5,32.8,89.8,996.7,rain,2.4
2022-09-07,22.2,,77.6,1009,clouds,0.9
2022-09-08,23,,73.9,1009.4,clouds,1
2022-09-09,24.1,,74.8,1008.5,clouds,1
2022-09-10,22.6,,85,1008.3,clouds,1.4
2022-09-11,24.1,,81.8,1006.2,clouds,1.1
2022-09-12,23.1,2,98.9,1005.5,rain,1
2022-09-13,24.3,0.2,90,1005.4,rain,1.2
2022-09-14,25.3,,68.4,1004.3,clouds,3
2022-09-15,26.5,,72.5,1001.4,clouds,2.6
2022-09-16,26.8,0.1,82.5,999.9,rain,1.9
2022-09-17,27.9,0.1,75.8,999.3,rain,1
2022-09-18,28.7,,71,991.8,clouds,2.9
2022-09-19,25.4,,66.3,991.3,clouds,2.8
2022-09-20,20.8,,62.5,1004.1,clouds,1.2
2022-09-21,20.1,,61.5,1008.4,clouds,1.1
2022-09-22,20.3,,60.6,1007,clouds,1.3
2022-09-23,19.5,,69.1,1006,clouds,1.2
2022-09-24,19.1,,59.3,1008.8,clouds,1.9
2022-09-25,20,,64.3,1008.1,clouds,0.8
2022-09-26,19.8,0.1,71.8,1008.5,rain,0.6
2022-09-27,21.7,,68.5,1007.1,clear,0.7
2022-09-28,21.1,,76.8,1005.8,clouds,0.4
2022-09-29,20.9,,67.5,1006.5,clear,0.5
2022-09-30,21.7,,66.9,1008,clear,0.4
2022-10-01,22.9,,64.1,1009.5,clouds,0.6
2022-10-02,23.6,,67.6,1008.8,clouds,1.8
2022-10-03,26.1,,79.6,1006.4,clouds,2.5
2022-10-04,19.5,33.4,86.1,1006.2,rain,2
2022-10-05,16.9,,63.5,1011.6,clouds,1
2022-10-06,17.1,,69.1,1011,clouds,0.8
2022-10-07,16.3,0.1,61.3,1011.6,rain,1.5
2022-10-08,16.7,,63.8,1014.6,clouds,1.2
2022-10-09,14.5,2.3,88.9,1009.8,rain,1.2
2022-10-10,12.8,2.2,74.4,1009,rain,1.6
2022-10-11,13.9,0.1,66.5,1013.8,rain,1.4
2022-10-12,14.7,,66.6,1017.4,clear,1
2022-10-13,17.1,,67.5,1015.5,clear,1.2
2022-10-14,17.5,,73.6,1011.3,clouds,0.5
2022-10-15,18.5,,76.9,1010.6,clear,0.6
2022-10-16,18.1,,73.8,1010.2,clouds,0.6
2022-10-17,14.4,,47.1,1011.6,clouds,1.8
2022-10-18,11.1,,42.6,1014.8,clear,2.1
2022-10-19,11.3,,56.8,1017.7,clear,1.2
2022-10-20,13.9,,50.6,1019,clear,0.8
2022-10-21,14.8,0.1,71.9,1016.7,rain,0.5
2022-10-22,17.3,0.4,69.8,1012.8,rain,0.8
2022-10-23,14.7,,62.8,1011,clear,1.2
2022-10-24,11.6,,46.5,1013.4,clear,1.5
2022-10-25,11.6,,46.3,1018.7,clear,1
2022-10-26,13.6,,49,1018.6,clouds,0.8
2022-10-27,15.1,,56,1016.8,clear,1.1
2022-10-28,14.7,,71.5,1017.1,clear,0.6
2022-10-29,15.1,,66,1017.3,clouds,0.6
2022-10-30,15.9,,65,1016.4,clouds,0.9
2022-10-31,15.4,,65.9,1015.4,clear,0.9
2022-11-01,14.5,,74.8,1013.5,clear,0.9
2022-11-02,13,,65,1012.2,clear,0.9
2022-11-03,12.2,,56.9,1010.9,clouds,0.7
2022-11-04,8.9,,43.9,1014.8,clouds,1.9
2022-11-05,9.1,,43.6,1017.1,clear,1.7
2022-11-06,9.7,,62.1,1016.5,clear,0.5
2022-11-07,11.4,,60.5,1015.1,clear,0.5
2022-11-08,12.1,,65.4,1016.7,clear,0.5
2022-11-09,12.4,,59.6,1017.1,clouds,0.4
2022-11-10,15,0.1,50.6,1015.7,rain,0.5
2022-11-11,16.7,,56.4,1016.4,clear,0.7
2022-11-12,18.5,21.1,79.6,1009.2,rain,1.7
2022-11-13,11.6,10.5,79.1,1008.3,rain,1.6
2022-11-14,10.7,,70,1010.6,clouds,0.8
2022-11-15,9.5,,64.4,1010.1,clear,1
2022-11-16,10.8,0.1,62.4,1012.6,rain,0.8
2022-11-17,11.3,,50.8,1015,clouds,0.8
2022-11-18,11.8,,50.9,1016.6,clear,0.5
2022-11-19,13.5,0.1,50.1,1013.2,rain,0.9
2022-11-20,13.6,0.4,77.9,1011.2,rain,0.5
2022-11-21,12.6,,74.9,1013.1,clouds,0.3
2022-11-22,12.5,1.9,78,1011.1,rain,1.1
2022-11-23,11.9,0.8,70.8,1009.2,rain,0.8
2022-11-24,11,,60.9,1012.8,clouds,0.8
2022-11-25,11.6,,62.6,1010.8,clouds,0.5
2022-11-26,11.1,,52.4,1009.9,clear,1.2
2022-11-27,9.7,,39.6,1011.7,clouds,0.8
2022-11-28,15.6,4.8,87.4,1006.3,rain,1.1
2022-11-29,11.3,7.2,69.3,1007.9,rain,2.3
2022-11-30,0.5,,49.3,1021.9,clouds,3.6
2022-12-01,0.2,,41.8,1022.3,clouds,2.3
2022-12-02,2.2,,43.6,1020.8,clouds,1.4
2022-12-03,5.6,,60.9,1017.4,clouds,0.7
2022-12-04,2.4,,36.1,1021.1,clouds,2.7
2022-12-05,0.7,,30,1020.2,clouds,2.6
2022-12-06,3.3,0.1,44.4,1016.6,snow,0.9
2022-12-07,5.5,,53.8,1016.9,clear,0.8
2022-12-08,6.5,,55.1,1017.3,clouds,0.6
2022-12-09,7.4,,62.4,1014.2,clouds,0.7
2022-12-10,5.1,0.1,66.3,1011.5,rain,1.1
2022-12-11,5.1,,50.1,1014.3,clear,1.4
2022-12-12,3.8,0.1,66,1012.8,rain,0.7
2022-12-13,5.1,0.5,57.9,1012.3,rain,2
2022-12-14,-2.3,1.7,63.9,1018.7,snow,2
2022-12-15,1.3,0.1,61.3,1017.2,rain,1.1
2022-12-16,0.4,0.1,39.9,1020.4,rain,1.9
2022-12-17,-2.2,2.9,57.6,1016.8,snow,1.9
2022-12-18,-5,4.6,72.8,1014.6,snow,1.2
2022-12-19,-2.9,0.1,74.6,1018.1,snow,0.9
2022-12-20,0.8,,74.4,1017,clouds,0.6
2022-12-21,2.6,4.2,90.4,1004.3,rain,0.5
2022-12-22,-1.5,2.5,78.4,1002.4,snow,1.6
2022-12-23,-4.1,13.9,88.4,1005.7,snow,1.3
2022-12-24,-5,0.1,75.8,1011.4,snow,1.2
2022-12-25,-2.7,,76.9,1015.2,clouds,1
2022-12-26,-0.6,,78.8,1017.5,clouds,0.8
2022-12-27,0.3,,74.1,1020.4,clear,0.9
2022-12-28,-0.2,,75.4,1021.9,clouds,0.9
2022-12-29,0.7,,63.3,1023.9,clear,1.1
2022-12-30,1,,70.4,1023.4,clouds,0.4
2022-12-31,1.4,,66.1,1022.9,clear,0.7
2022-01-01,1.9,,24.4,1019.6,clouds,2.2
2022-01-02,4.8,,32.9,1016.1,clear,3
2022-01-03,4.1,,28.5,1015.1,clear,2.9
2022-01-04,4.5,,38.3,1016.4,clear,2
2022-01-05,5.4,0.1,55.8,1016.4,rain,2.7
2022-01-06,6.1,0.1,42.1,1016.1,rain,2.4
2022-01-07,5.8,,41.6,1018.6,clear,1.9
2022-01-08,5.7,,26.4,1013.7,clear,3.4
2022-01-09,5.9,,51.9,1012,clouds,1.9
2022-01-10,7.4,,59,1009.5,clouds,2.2
2022-01-11,1.5,,39.1,1006.2,clear,3.9
2022-01-12,-1.3,,33,1010.1,clear,3.6
2022-01-13,-1.1,,35.1,1009.2,clear,3.7
2022-01-14,-0.2,,28.6,1014.5,clear,3.2
2022-01-15,4.8,,33.5,1013.1,clouds,2.3
2022-01-16,4.8,,42,1012.8,clear,4.2
2022-01-17,1.1,,39.9,1015.5,clouds,3.3
2022-01-18,-0.1,,22.6,1016.8,clear,2.7
2022-01-19,2.1,,34,1013.4,clear,3.5
2022-01-20,1.5,,44.6,1016.6,clear,3
2022-01-21,3.9,,53.9,1020.3,clouds,1.3
2022-01-22,6.7,,63.8,1016.9,clouds,1.2
2022-01-23,8.7,,69.9,1011.1,clouds,1.7
2022-01-24,5.7,0.1,63.9,1012.4,rain,3.7
2022-01-25,6.7,,62.8,1011.8,clouds,2.3
2022-01-26,5.5,,53.4,1013.6,clear,3.2
2022-01-27,6.3,,39.9,1012.8,clouds,2.6
2022-01-28,4.7,,27.3,1011.9,clouds,3.1
2022-01-29,3.3,,24.6,1009.4,clouds,3.4
2022-01-30,3.2,,29.5,1009.8,clouds,3.2
2022-01-31,3.6,,32,1013.5,clear,4.1
2022-02-01,3.3,,48.5,1014.4,clear,4.9
2022-02-02,1.7,,46.6,1016.4,clouds,2.7
2022-02-03,2.1,,38.5,1015.2,clouds,2.6
2022-02-04,1.3,,39,1013.1,clear,4.2
2022-02-05,-1.2,,43.1,1014.3,clear,4.1
2022-02-06,0.2,,42.4,1017.4,clear,3.6
2022-02-07,1.6,,36.5,1017,clouds,3.1
2022-02-08,3.6,,34.3,1016.2,clouds,3.2
2022-02-09,6.6,,50.4,1015,clouds,2.6
2022-02-10,7.6,,43.8,1011.7,clear,2.2
2022-02-11,6.7,,42.5,1015.6,clear,1.8
2022-02-12,8.5,,48.9,1014.8,clouds,2.1
2022-02-13,8.9,0.1,65.1,1011.2,rain,3.2
2022-02-14,9,,65.9,1009.9,clouds,3.4
2022-02-15,2.6,,41.8,1008.9,clear,4.9
2022-02-16,-1.7,,40.4,1011.5,clear,4.5
2022-02-17,-2.4,,37.6,1016.9,clear,3
2022-02-18,4,,53.3,1019.6,clouds,2.2
2022-02-19,5.2,0.1,51,1011.6,rain,2.3
2022-02-20,-0.6,,32.8,1013.8,clear,3.6
2022-02-21,1.4,,40.8,1018.6,clear,3.5
2022-02-22,1.2,,34.6,1020.2,clouds,3.4
2022-02-23,0,,32.1,1020.3,clouds,2.8
2022-02-24,1.6,,32.9,1019.1,clear,3.1
2022-02-25,5,,41.4,1017,clear,3.3
2022-02-26,7.7,,54.8,1010.7,clear,4.6
2022-02-27,6.7,,41.8,1011.9,clear,4.3
2022-02-28,9.8,,39.8,1012.3,clouds,3
2022-03-01,10.9,3.2,74.3,1004.4,rain,3.4
2022-03-02,7,,45,1006.6,clear,3.2
2022-03-03,7.8,,48.5,1009.2,clear,3.4
2022-03-04,10.4,,59.1,1005.6,clouds,4.9
2022-03-05,8.7,,34.8,1003.5,clear,5.7
2022-03-06,5,,36.1,1010.7,clear,2.6
2022-03-07,7.3,,55.6,1010.8,clouds,2.7
2022-03-08,9.6,,40.5,1009.2,clear,2.7
2022-03-09,10.5,,58.4,1012.5,clear,2.3
2022-03-10,11.3,,69.6,1012.3,clouds,3.4
2022-03-11,14,0.1,77.6,1009.5,rain,3.8
2022-03-12,16,,83.3,1008.4,clouds,3.5
2022-03-13,15,7.3,94.9,1004,rain,6.9
2022-03-14,11.3,0.1,90,1003.8,rain,3.7
2022-03-15,11.8,,64.3,1004.7,clear,2.3
2022-03-16,13.1,,61,1006.7,clear,2.7
2022-03-17,10.4,10.5,79.8,1010.3,rain,4.5
2022-03-18,7.3,16.6,82.4,1000.7,rain,5.1
2022-03-19,6.1,7,80.1,1000.3,rain,2.3
2022-03-20,7.5,,69.3,1009.6,clouds,2.4
2022-03-21,8.9,0.3,54.6,1013.8,rain,2.9
2022-03-22,9.2,0.2,57.3,1011.7,rain,3.1
2022-03-23,9.1,,57.5,1008.7,clouds,2.3
2022-03-24,10.2,,55.4,1011.5,clear,3.6
2022-03-25,13.3,1.9,74.5,1009.7,rain,2.3
2022-03-26,13.8,80.3,89.3,994.5,rain,5.3
2022-03-27,13.8,,49.6,1005.1,clouds,3.6
2022-03-28,9.6,,44.9,1016.7,clouds,3.4
2022-03-29,11.5,,57.5,1016.2,clear,2.6
2022-03-30,14,,86,1011.9,clouds,2.5
2022-03-31,11.5,0.1,74.3,1014,rain,3.3
2022-04-01,9.2,,54.3,1019.7,clouds,3.7
2022-04-02,10.4,,58.9,1018.2,clear,2.7
2022-04-03,11.7,,62.6,1018.5,clear,1.9
2022-04-04,12.3,,61.6,1018.2,clear,2
2022-04-05,13.5,,47.9,1012.5,clouds,4.1
2022-04-06,14.8,,40.8,1011.1,clear,2.7
2022-04-07,14.8,0.1,54,1007.6,rain,2.2
2022-04-08,14.6,,56.4,1011,clear,3.1
2022-04-09,16.7,,59,1008.2,clear,5.6
2022-04-10,17.8,,69.8,1009,clouds,5.2
2022-04-11,17.4,0.9,82.6,1006.3,rain,3
2022-04-12,17.9,0.1,88.9,1003,rain,4.3
2022-04-13,12.8,0.1,81.6,1006.8,rain,4
2022-04-14,10.9,0.6,79.9,1008.4,rain,4.4
2022-04-15,12.2,,61,1007.8,clouds,3.7
2022-04-16,12.1,,56.6,1008.8,clouds,2.9
2022-04-17,14.9,,43.9,1008.9,clouds,3.2
2022-04-18,16.8,,35.5,1008.1,clouds,2.1
2022-04-19,17.5,,37.8,1008,clear,2
2022-04-20,18.9,,29.5,1007.4,clear,3.6
2022-04-21,14.5,4.9,73.9,1005.1,rain,2.7
2022-04-22,16,,74.6,1003.7,clear,5.8
2022-04-23,17.3,,65.1,1004.4,clouds,2.8
2022-04-24,17.7,,77,1002.2,clear,3
2022-04-25,19,4.4,80.3,1002.8,rain,1.9
2022-04-26,17.4,101.8,99.9,994.6,rain,2.9
2022-04-27,16.5,,67.3,1005.9,clouds,3
2022-04-28,15.9,,59.5,1008.1,clouds,3.3
2022-04-29,11.2,18,82.3,1006.4,rain,4.3
2022-04-30,13.4,,70.3,1008.7,clouds,2.6
2022-05-01,14.8,,51.6,1004.6,clear,2.8
2022-05-02,13.8,3.3,53.8,1005.2,rain,3.4
2022-05-03,13.9,,63.5,1010.9,clear,3.5
2022-05-04,16,,60.8,1011.3,clear,4.3
2022-05-05,17.7,,69,1011,clear,3.8
2022-05-06,19.4,,66,1008,clear,2.6
2022-05-07,19.4,,64.9,1007.9,clouds,3.5
2022-05-08,15.9,,60.5,1010.4,clouds,3.3
2022-05-09,16.1,,53.8,1009.4,clouds,2.9
2022-05-10,16.5,0.1,61.5,1008.2,rain,2.9
2022-05-11,18.7,0.1,75.9,1006.5,rain,1.5
2022-05-12,19.3,0.1,80.4,1002.7,rain,1.8
2022-05-13,16.9,0.4,83.6,999.5,rain,1.8
2022-05-14,18.4,,53.4,1002.1,clouds,2.9
2022-05-15,16.6,,49.6,1004.7,clouds,2.8
2022-05-16,17.6,,44.4,1003.6,clouds,3.7
2022-05-17,19.3,,51.4,1006.1,clear,3.2
2022-05-18,20.2,,53.9,1009.2,clear,4.2
2022-05-19,20.5,,42.9,1009.1,clouds,4.4
2022-05-20,20.2,,59.5,1004.9,clouds,4.2
2022-05-21,20,,71.5,999.7,clear,2.8
2022-05-22,21.9,,57.8,998.5,clear,2.9
2022-05-23,21,,67.6,1004.1,clouds,2.2
2022-05-24,22.6,,65.6,1004.6,clear,2.2
2022-05-25,21.5,,69.4,1000.4,clouds,3.6
2022-05-26,20.4,,69,995.3,clouds,3.8
2022-05-27,22.4,,47.6,993,clear,5.3
2022-05-28,22.6,,48.4,997.7,clouds,4.4
2022-05-29,22.6,,50.5,997.5,clouds,3.5
2022-05-30,20.7,1.7,67.9,993.1,rain,1.8
2022-05-31,21.6,,52.6,999.2,clear,3
2022-06-01,22.2,,47.8,998.5,clouds,2.8
2022-06-02,20.7,,76,998.6,clear,4.4
2022-06-03,21.6,,73.4,1002,clear,2.7
2022-06-04,20.7,,69.6,1003.4,clouds,3.3
2022-06-05,17.8,49.8,93.4,995,rain,2.9
2022-06-06,19,5.7,82,991.4,rain,2.8
2022-06-07,17.3,0.1,76.3,1000.1,rain,2.5
2022-06-08,17.5,0.1,78.4,1004.2,rain,2.6
2022-06-09,18.9,,76.8,1005.6,clouds,2.5
2022-06-10,20.5,,78,1005.8,clouds,1.9
2022-06-11,21.1,0.1,73.1,1003.8,rain,2.3
2022-06-12,20.1,,75.1,1004.9,clouds,3
2022-06-13,19.4,0.1,77.6,1001.7,rain,3.3
2022-06-14,17.3,9.4,94.5,999.2,rain,3.8
2022-06-15,19.8,0.4,88.1,999.2,rain,4.2
2022-06-16,22.1,,79.3,999.6,clouds,4.9
2022-06-17,22.8,,82.1,1000.3,clouds,4.8
2022-06-18,23.9,,82.3,998.9,clouds,3.9
2022-06-19,23.5,,85.9,999.3,clear,3.9
2022-06-20,24.2,,86.4,996.6,clouds,3
2022-06-21,25,,86.9,995.9,clouds,1.9
2022-06-22,24.7,,84.4,999.3,clouds,4
2022-06-23,23.2,0.4,97.4,996.4,rain,6.2
2022-06-24,22.9,38.7,96.5,992.2,rain,6.8
2022-06-25,23.2,0.9,93,999.1,rain,5.2
2022-06-26,24,0.1,96.9,1003.8,rain,5.5
2022-06-27,23.6,12.3,100,1003.3,rain,7.2
2022-06-28,23.7,15.7,99.5,1000.4,rain,10.1
2022-06-29,24.1,18.6,98.9,1000.8,rain,10.5
2022-06-30,25.5,0.1,91.6,1004.8,rain,6
2022-07-01,25.9,,85,1006.7,clear,2.9
2022-07-02,27.4,,69.6,1004.6,clouds,1.6
2022-07-03,27.5,,78.9,1001,clouds,2.4
2022-07-04,27.4,,80.4,997.7,clouds,1.9
2022-07-05,26.4,1.1,85.9,997.4,rain,1.8
2022-07-06,27,,89.8,1001,clouds,2.1
2022-07-07,27.5,,91.5,1000.5,clouds,4.4
2022-07-08,26.7,0.7,90.9,995.2,rain,4.5
2022-07-09,27.6,,79.1,993.6,clouds,2.4
2022-07-10,26.4,,85.6,997.8,clouds,2
2022-07-11,24.8,42.6,92.3,998.1,rain,1.3
2022-07-12,25.1,,80,1000.6,clouds,2.6
2022-07-13,24.5,0.1,84.6,997.9,rain,2
2022-07-14,26.8,0.1,85.3,991.5,rain,3.5
2022-07-15,25.7,,86.8,990.8,clouds,2.6
2022-07-16,26,,81.4,990,clouds,2.3
2022-07-17,26.3,,75.6,992.3,clouds,2.9
2022-07-18,22.8,63.1,95.8,992.1,rain,2.7
2022-07-19,24.7,0.1,91.3,993.9,rain,2.4
2022-07-20,26,0.1,79.5,997.8,rain,2.9
2022-07-21,26.3,12.9,79,993.4,rain,4.7
2022-07-22,25.1,,76.6,997.1,clouds,2.5
2022-07-23,24.6,0.2,84.8,998.4,rain,1.8
2022-07-24,25.1,23.4,89.8,995.1,rain,3.6
2022-07-25,25.2,,89.9,1000.4,clouds,2.3
2022-07-26,25.7,,83.4,1002.1,clouds,2.4
2022-07-27,26.2,,77.3,1002.2,clouds,2.5
2022-07-28,26.6,0.1,87.3,1003.4,rain,2.3
2022-07-29,28.5,,77.9,1003.9,clear,2.5
2022-07-30,28.1,0.1,77.8,1001,rain,3
2022-07-31,27.1,1,89.5,999.7,rain,2.7
2022-08-01,27.5,0.3,87.4,1000.5,rain,3.5
2022-08-02,27.1,3.7,93.4,1003.1,rain,7.2
2022-08-03,27.7,1.3,88.1,1002.9,rain,4.8
2022-08-04,28.7,0.1,83.1,1000.9,rain,4
2022-08-05,29,0.1,81.6,998.2,rain,4.1
2022-08-06,29.2,,82.8,997.7,clear,3.6
2022-08-07,29,,84.4,999.6,clouds,4.8
2022-08-08,28.9,,80,1000.7,clouds,5.8
2022-08-09,28.6,,78.4,1000.4,clouds,5.6
2022-08-10,28.1,,81.1,999.4,clouds,4.8
2022-08-11,27.4,1.4,84.8,998,rain,4.3
2022-08-12,28.1,,85.3,997.2,clouds,3
2022-08-13,27.2,0.4,87.5,998.1,rain,2.6
2022-08-14,28.3,,80.4,998.7,clouds,4.5
2022-08-15,29,,78.5,996.4,clouds,6.1
2022-08-16,26.1,52.6,90.4,996.6,rain,3.9
2022-08-17,22.9,23.4,94.6,998.2,rain,1.7
2022-08-18,24.8,,85.3,999.5,clouds,2.3
2022-08-19,26.6,,82.4,996.3,clouds,4.3
2022-08-20,25.6,29.2,94.3,994.4,rain,3.1
2022-08-21,26,,70.5,996.8,clouds,2.7
2022-08-22,25.7,,59.6,996.4,clouds,2.7
2022-08-23,26.8,0.3,71.9,997.3,rain,3
2022-08-24,22.2,25.5,88.5,999.3,rain,3.2
2022-08-25,24.5,,75.6,998.5,clouds,3
2022-08-26,25,,67.4,997.9,clouds,2.7
2022-08-27,24.6,,63.8,1000.1,clouds,2.4
2022-08-28,23,,63.4,1005.8,clouds,3.1
2022-08-29,24.3,0.1,73,1006,rain,2.5
2022-08-30,24,2.4,86.8,1001.9,rain,2.1
2022-08-31,22.6,36.2,93.4,998.9,rain,1.9
2022-09-01,21.9,1.8,86.5,1004.1,rain,2.7
2022-09-02,20.9,29.9,96.9,1006.4,rain,3.2
2022-09-03,22.7,7.4,97.1,1005.3,rain,3.2
2022-09-04,25.8,2.8,91.9,1001.9,rain,2.3
2022-09-05,26.2,17.8,92.6,995.3,rain,3.2
